InstrumentName, Woods Park
StartTime, 2021-04-01 00:00:00
EndTime, 2021-04-30 00:00:00
Date,PM1.0,PM10.0,PM2.5
04/01/2021 00:01:17,3.05,4.33,4.12
04/01/2021 00:03:17,3.12,4.67,4.18
04/01/2021 00:05:17,2.76,3.83,3.64
04/01/2021 00:07:17,3.17,4.07,3.78
04/01/2021 00:09:17,3.41,4.45,4.33
04/01/2021 00:11:17,3.16,4.09,4.0
04/01/2021 00:13:17,3.34,4.47,4.36
04/01/2021 00:15:17,3.74,5.19,4.58
04/01/2021 00:17:17,3.02,4.05,3.93
04/01/2021 00:19:17,2.95,4.02,3.84
04/01/2021 00:21:17,3.0,4.05,3.73
04/01/2021 00:23:17,3.27,4.54,4.46
04/01/2021 00:25:17,3.25,4.3,4.11
04/01/2021 00:27:17,2.83,3.81,3.57
04/01/2021 00:31:17,2.98,4.45,4.09
04/01/2021 00:33:17,2.84,3.86,3.86
04/01/2021 00:35:17,2.83,4.12,3.83
04/01/2021 00:37:17,3.29,4.08,3.81
04/01/2021 00:39:17,2.68,3.88,3.81
04/01/2021 00:41:17,3.02,4.35,4.09
04/01/2021 00:43:17,3.47,4.66,4.54
04/01/2021 00:45:17,3.34,4.9,4.37
04/01/2021 00:47:17,2.81,3.71,3.62
04/01/2021 00:49:17,3.6,5.18,4.96
04/01/2021 00:51:17,3.12,4.48,4.26
04/01/2021 00:53:17,2.69,3.69,3.69
04/01/2021 00:55:17,3.34,4.78,4.5
04/01/2021 00:57:17,3.16,4.68,4.12
04/01/2021 00:59:17,3.0,4.3,3.98
04/01/2021 01:01:17,3.02,4.72,4.14
04/01/2021 01:05:17,3.38,4.54,4.27
04/01/2021 01:07:17,3.09,3.95,3.84
04/01/2021 01:09:17,3.15,4.17,3.93
04/01/2021 01:11:18,2.53,3.73,3.73
04/01/2021 01:13:18,3.6,4.65,4.53
04/01/2021 01:15:18,3.38,4.35,4.35
04/01/2021 01:17:18,3.93,5.14,4.98
04/01/2021 01:19:18,3.3,4.46,4.45
04/01/2021 01:21:18,3.66,4.88,4.66
04/01/2021 01:23:18,3.47,4.32,4.32
04/01/2021 01:25:18,3.68,5.29,4.9
04/01/2021 01:27:18,3.64,5.04,4.8
04/01/2021 01:31:18,3.39,5.1,4.56
04/01/2021 01:33:18,3.76,5.19,5.1
04/01/2021 01:35:18,3.58,5.16,4.98
04/01/2021 01:37:18,3.41,4.46,4.23
04/01/2021 01:39:18,3.64,5.02,4.76
04/01/2021 01:41:18,4.02,5.82,5.52
04/01/2021 01:43:18,3.89,5.32,4.93
04/01/2021 01:45:18,4.11,5.51,5.12
04/01/2021 01:47:18,4.41,5.64,5.63
04/01/2021 01:49:18,4.66,6.53,5.78
04/01/2021 01:51:18,4.57,6.34,5.91
04/01/2021 01:53:18,4.48,5.79,5.68
04/01/2021 01:57:18,4.42,6.17,5.9
04/01/2021 02:03:18,4.04,5.68,5.68
04/01/2021 02:07:18,5.24,7.22,6.9
04/01/2021 02:11:18,6.86,9.33,8.91
04/01/2021 02:15:19,7.21,9.7,9.34
04/01/2021 02:17:19,6.52,8.69,8.45
04/01/2021 02:23:18,5.14,6.91,6.46
04/01/2021 02:25:18,5.04,6.79,6.28
04/01/2021 02:31:18,5.79,8.2,7.57
04/01/2021 02:33:18,5.02,6.81,6.55
04/01/2021 02:35:18,5.14,7.05,6.85
04/01/2021 02:37:18,5.36,7.51,7.22
04/01/2021 02:39:18,5.16,6.77,6.53
04/01/2021 02:41:18,4.73,6.51,6.11
04/01/2021 02:43:18,5.22,6.93,6.73
04/01/2021 02:45:18,5.2,7.36,6.83
04/01/2021 02:47:18,5.43,6.62,6.36
04/01/2021 02:49:18,5.77,7.57,7.23
04/01/2021 02:51:18,6.34,8.67,8.12
04/01/2021 02:53:18,6.68,8.69,8.51
04/01/2021 02:57:18,7.54,10.61,10.16
04/01/2021 03:01:18,8.07,11.12,10.32
04/01/2021 03:03:18,8.74,11.66,11.55
04/01/2021 03:05:18,8.77,12.14,11.79
04/01/2021 03:07:18,7.81,10.91,10.32
04/01/2021 03:09:18,8.38,11.87,11.03
04/01/2021 03:11:19,9.49,12.85,12.44
04/01/2021 03:13:19,9.05,12.0,11.65
04/01/2021 03:15:19,9.68,14.08,13.32
04/01/2021 03:17:19,10.19,14.75,14.03
04/01/2021 03:19:19,10.49,15.24,14.09
04/01/2021 03:21:19,9.46,14.3,13.32
04/01/2021 03:23:19,6.85,9.73,9.29
04/01/2021 03:25:19,6.27,8.32,8.0
04/01/2021 03:27:19,5.7,7.96,7.4
04/01/2021 03:29:19,5.02,6.64,6.48
04/01/2021 03:31:19,4.95,7.1,6.73
04/01/2021 03:33:19,4.45,6.6,5.86
04/01/2021 03:35:19,4.97,7.33,6.78
04/01/2021 03:37:19,4.44,6.28,6.04
04/01/2021 03:39:19,4.38,6.17,6.03
04/01/2021 03:41:19,4.9,7.07,6.56
04/01/2021 03:43:19,4.08,6.02,5.34
04/01/2021 03:45:19,4.52,6.05,5.75
04/01/2021 03:47:19,4.37,6.33,5.95
04/01/2021 03:49:19,4.2,5.57,5.2
04/01/2021 03:51:19,4.29,5.21,5.21
04/01/2021 03:53:19,4.49,6.18,5.84
04/01/2021 03:55:19,4.48,5.97,5.45
04/01/2021 03:57:19,4.8,6.27,6.15
04/01/2021 04:01:19,4.74,6.18,6.14
04/01/2021 04:07:19,5.17,6.73,6.48
04/01/2021 04:09:19,4.19,5.81,5.65
04/01/2021 04:11:20,4.16,5.04,4.96
04/01/2021 04:13:20,4.34,5.76,5.54
04/01/2021 04:17:20,4.72,6.4,6.03
04/01/2021 04:19:20,4.72,7.09,6.47
04/01/2021 04:23:20,4.54,6.44,5.82
04/01/2021 04:25:20,4.59,6.31,5.81
04/01/2021 04:29:20,4.42,6.23,5.72
04/01/2021 04:31:20,4.6,6.68,5.95
04/01/2021 04:33:20,4.68,6.32,6.23
04/01/2021 04:35:20,4.14,5.69,5.31
04/01/2021 04:37:20,4.64,6.39,6.05
04/01/2021 04:41:20,3.79,4.98,4.98
04/01/2021 04:45:20,3.8,5.19,4.86
04/01/2021 04:47:20,3.9,5.81,5.2
04/01/2021 04:51:20,4.19,5.02,4.84
04/01/2021 04:55:20,3.9,5.27,5.07
04/01/2021 04:57:20,4.04,5.25,4.91
04/01/2021 04:59:20,3.58,4.93,4.59
04/01/2021 05:05:20,4.04,5.41,5.29
04/01/2021 05:07:20,4.32,5.96,5.65
04/01/2021 05:09:20,3.31,4.61,4.53
04/01/2021 05:11:20,4.53,5.8,5.66
04/01/2021 05:13:20,4.49,5.81,5.67
04/01/2021 05:15:20,3.87,5.2,5.2
04/01/2021 05:17:20,3.93,5.49,5.27
04/01/2021 05:19:20,4.09,6.09,5.66
04/01/2021 05:21:20,3.57,5.47,4.98
04/01/2021 05:23:20,3.75,5.46,5.22
04/01/2021 05:25:20,4.68,6.24,5.93
04/01/2021 05:27:20,4.09,5.57,5.39
04/01/2021 05:31:20,4.69,6.43,6.1
04/01/2021 05:33:20,5.02,7.22,6.86
04/01/2021 05:35:20,5.05,7.12,6.56
04/01/2021 05:37:20,4.57,6.61,6.48
04/01/2021 05:39:20,5.4,7.31,6.93
04/01/2021 05:41:20,4.86,7.02,6.56
04/01/2021 05:43:20,4.88,6.54,6.33
04/01/2021 05:45:20,5.48,7.52,7.14
04/01/2021 05:47:20,5.57,7.17,6.83
04/01/2021 05:49:20,5.15,6.97,6.42
04/01/2021 05:51:20,4.9,6.75,6.41
04/01/2021 05:53:20,5.82,7.75,7.63
04/01/2021 05:57:20,5.32,6.78,6.63
04/01/2021 06:01:20,5.04,7.25,6.86
04/01/2021 06:05:20,5.12,6.81,6.53
04/01/2021 06:07:20,5.76,7.2,7.03
04/01/2021 06:09:20,5.7,6.8,6.45
04/01/2021 06:11:21,5.39,6.79,6.79
04/01/2021 06:13:21,5.43,7.05,6.98
04/01/2021 06:15:21,5.34,7.43,7.02
04/01/2021 06:17:21,5.36,6.78,6.71
04/01/2021 06:19:21,5.4,6.93,6.43
04/01/2021 06:21:21,5.08,6.58,6.46
04/01/2021 06:23:21,6.02,7.93,7.51
04/01/2021 06:25:21,6.21,8.22,7.71
04/01/2021 06:27:21,5.75,7.64,7.41
04/01/2021 06:31:21,6.11,8.26,7.93
04/01/2021 06:33:21,6.61,8.75,8.62
04/01/2021 06:35:21,6.41,8.9,8.78
04/01/2021 06:37:21,6.92,10.02,9.13
04/01/2021 06:39:21,7.31,9.34,8.93
04/01/2021 06:41:21,7.38,10.59,10.18
04/01/2021 06:43:21,7.36,10.24,9.61
04/01/2021 06:45:21,8.3,10.55,10.22
04/01/2021 06:47:21,7.84,10.05,9.62
04/01/2021 06:49:21,7.7,9.63,9.47
04/01/2021 06:51:21,8.95,11.62,11.34
04/01/2021 06:53:21,8.63,11.25,11.19
04/01/2021 06:55:23,8.19,10.98,10.24
04/01/2021 06:57:21,8.18,11.26,10.54
04/01/2021 06:59:21,8.7,11.54,11.16
04/01/2021 07:01:21,8.92,11.86,10.95
04/01/2021 07:03:21,8.58,10.95,10.47
04/01/2021 07:05:21,9.14,11.42,11.0
04/01/2021 07:07:21,9.53,13.19,12.04
04/01/2021 07:09:21,9.67,12.47,12.22
04/01/2021 07:11:21,9.17,11.44,11.36
04/01/2021 07:13:22,10.45,13.86,13.1
04/01/2021 07:15:22,10.32,14.17,13.27
04/01/2021 07:17:22,10.34,14.43,13.53
04/01/2021 07:21:22,11.26,14.63,14.05
04/01/2021 07:23:22,11.49,15.47,14.98
04/01/2021 07:25:22,11.9,15.22,14.64
04/01/2021 07:27:22,11.73,15.41,14.88
04/01/2021 07:31:22,11.98,15.75,14.98
04/01/2021 07:33:22,10.83,13.72,13.33
04/01/2021 07:35:22,11.74,15.78,15.41
04/01/2021 07:37:22,13.47,16.81,16.09
04/01/2021 07:39:22,12.48,15.93,15.75
